,Region,Total_Amount,TRF,Opportunity_Owner,Delivery_Year,Delivery_Quarter,"Pricing, Delivery_Terms_Approved","Pricing, Delivery_Terms_Quote_Appr",Decision,Promedio_Region_Por_Quarter,Promedio_Owner_Por_Year_And_Quarter,Lag_1,Delta
1354,APAC,13.60532271781028,2,Person_Name_60,2017,Q4,0,1,0,14.012658972914792,13.535354377311716,13.369191214049065,17.316943630251636
5492,APAC,12.17119202851951,1,Person_Name_60,2017,Q4,0,0,0,14.012658972914792,13.535354377311716,13.369191214049065,17.316943630251636
6373,APAC,12.194953556945697,1,Person_Name_60,2017,Q4,0,0,1,14.012658972914792,13.535354377311716,13.369191214049065,17.316943630251636
6448,APAC,14.866457174984186,8,Person_Name_60,2017,Q4,1,1,0,14.012658972914792,13.535354377311716,13.369191214049065,17.316943630251636
6449,APAC,14.865957549692753,8,Person_Name_60,2017,Q4,1,1,0,14.012658972914792,13.535354377311716,13.369191214049065,17.316943630251636
7125,APAC,11.434563843479177,0,Person_Name_60,2017,Q4,0,1,0,14.012658972914792,13.535354377311716,13.369191214049065,17.316943630251636
7306,APAC,12.98948091703486,1,Person_Name_60,2017,Q4,1,1,0,14.012658972914792,13.535354377311716,13.369191214049065,17.316943630251636
7450,APAC,12.351989520430328,1,Person_Name_60,2017,Q4,0,0,1,14.012658972914792,13.535354377311716,13.369191214049065,17.316943630251636
7451,APAC,11.940719418561455,0,Person_Name_60,2017,Q4,0,0,1,14.012658972914792,13.535354377311716,13.369191214049065,17.316943630251636
7535,APAC,13.570991417898398,2,Person_Name_60,2017,Q4,0,0,0,14.012658972914792,13.535354377311716,13.369191214049065,17.316943630251636
7568,APAC,13.59511323231809,2,Person_Name_60,2017,Q4,0,0,0,14.012658972914792,13.535354377311716,13.369191214049065,17.316943630251636
8339,APAC,11.356229548775243,0,Person_Name_60,2017,Q4,0,0,0,14.012658972914792,13.535354377311716,13.369191214049065,17.316943630251636
9086,APAC,12.878889559616868,1,Person_Name_60,2017,Q4,0,0,0,14.012658972914792,13.535354377311716,13.369191214049065,17.316943630251636
9806,APAC,12.62062137237138,1,Person_Name_60,2017,Q4,0,0,1,14.012658972914792,13.535354377311716,13.369191214049065,17.316943630251636
10673,APAC,11.394175712193386,0,Person_Name_60,2017,Q4,0,0,0,14.012658972914792,13.535354377311716,13.369191214049065,17.316943630251636
5837,APAC,12.883654309548508,1,Person_Name_60,2018,Q1,0,1,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
7128,APAC,13.637982613430536,2,Person_Name_60,2018,Q1,1,1,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
7453,APAC,12.496949608878474,1,Person_Name_60,2018,Q1,1,1,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
7540,APAC,14.605094556161005,6,Person_Name_60,2018,Q1,1,1,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
7569,APAC,15.322171281742818,11,Person_Name_60,2018,Q1,1,1,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
7570,APAC,15.321994057751679,11,Person_Name_60,2018,Q1,1,1,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
8317,APAC,14.47360190022633,5,Person_Name_60,2018,Q1,1,1,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
8340,APAC,13.066580017743913,1,Person_Name_60,2018,Q1,0,1,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
8417,APAC,14.129027029943954,4,Person_Name_60,2018,Q1,0,1,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
9035,APAC,15.555656681593852,15,Person_Name_60,2018,Q1,1,1,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
10213,APAC,14.459802548490652,5,Person_Name_60,2018,Q1,0,1,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
10238,APAC,16.19510335767226,30,Person_Name_60,2018,Q1,0,1,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
10285,APAC,14.458451852693623,5,Person_Name_60,2018,Q1,1,1,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
10783,APAC,13.542073212595596,2,Person_Name_60,2018,Q1,1,1,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
12021,APAC,11.179722877216639,0,Person_Name_60,2018,Q1,0,1,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
12023,APAC,10.93856082039975,0,Person_Name_60,2018,Q1,1,1,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
12580,APAC,13.59511323231809,2,Person_Name_60,2018,Q1,0,0,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
12620,APAC,11.433882257629776,0,Person_Name_60,2018,Q1,0,0,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
12660,APAC,13.607535752316647,2,Person_Name_60,2018,Q1,0,0,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
12691,APAC,11.192968103966658,0,Person_Name_60,2018,Q1,0,0,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
12895,APAC,12.903162045322743,1,Person_Name_60,2018,Q1,0,0,0,14.255778718898966,14.456636926426993,13.535354377311716,17.34744987382765
7452,APAC,11.298865532389062,0,Person_Name_60,2018,Q2,0,0,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
7848,APAC,12.907187995739296,1,Person_Name_60,2018,Q2,0,0,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
8529,APAC,11.710135634257934,0,Person_Name_60,2018,Q2,0,0,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
9022,APAC,14.458451852693623,5,Person_Name_60,2018,Q2,1,1,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
9023,APAC,14.473956039229588,5,Person_Name_60,2018,Q2,1,1,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
9024,APAC,14.458451852693623,5,Person_Name_60,2018,Q2,1,1,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
9301,APAC,15.150191573485689,10,Person_Name_60,2018,Q2,1,1,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
9302,APAC,14.457044392925743,5,Person_Name_60,2018,Q2,1,1,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
10286,APAC,13.766710153742412,3,Person_Name_60,2018,Q2,1,1,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
10475,APAC,12.373191728080931,1,Person_Name_60,2018,Q2,1,1,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
10727,APAC,12.244963977520358,1,Person_Name_60,2018,Q2,0,0,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
10832,APAC,12.238733427769722,1,Person_Name_60,2018,Q2,0,0,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
10836,APAC,16.092919832892985,25,Person_Name_60,2018,Q2,1,1,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
11004,APAC,10.753157597068387,0,Person_Name_60,2018,Q2,0,0,1,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
11376,APAC,13.912852762715872,3,Person_Name_60,2018,Q2,0,0,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
11518,APAC,11.408564449645485,0,Person_Name_60,2018,Q2,0,0,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
11603,APAC,13.59511323231809,2,Person_Name_60,2018,Q2,0,0,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
11752,APAC,12.62072046321299,1,Person_Name_60,2018,Q2,1,1,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
12022,APAC,12.881870187755005,1,Person_Name_60,2018,Q2,0,0,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
12269,APAC,13.99833198979988,3,Person_Name_60,2018,Q2,0,0,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
12318,APAC,11.533316154617962,0,Person_Name_60,2018,Q2,0,0,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
12319,APAC,14.126984935412118,4,Person_Name_60,2018,Q2,0,0,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
12577,APAC,12.881870187755005,1,Person_Name_60,2018,Q2,0,0,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
13644,APAC,13.182432550870239,1,Person_Name_60,2018,Q2,0,1,0,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
13752,APAC,9.480123204540131,0,Person_Name_60,2018,Q2,1,1,1,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
13753,APAC,12.896873049562911,1,Person_Name_60,2018,Q2,1,1,1,13.802682876290445,13.963136384742736,14.456636926426993,17.29081668751171
6093,APAC,13.253891514852384,2,Person_Name_60,2018,Q3,1,1,0,13.967495859036921,13.95725182279639,13.963136384742736,17.313243302712984
11560,APAC,13.489752716660263,2,Person_Name_60,2018,Q3,0,1,0,13.967495859036921,13.95725182279639,13.963136384742736,17.313243302712984
12923,APAC,15.202649562272654,10,Person_Name_60,2018,Q3,1,1,0,13.967495859036921,13.95725182279639,13.963136384742736,17.313243302712984
13568,APAC,12.842649474601725,1,Person_Name_60,2018,Q3,0,1,0,13.967495859036921,13.95725182279639,13.963136384742736,17.313243302712984
13646,APAC,12.582474478602906,1,Person_Name_60,2018,Q3,0,1,1,13.967495859036921,13.95725182279639,13.963136384742736,17.313243302712984
13684,APAC,11.42323650645651,0,Person_Name_60,2018,Q3,0,1,0,13.967495859036921,13.95725182279639,13.963136384742736,17.313243302712984
13836,APAC,12.795737545444066,1,Person_Name_60,2018,Q3,1,1,0,13.967495859036921,13.95725182279639,13.963136384742736,17.313243302712984
13914,APAC,12.007682680557155,0,Person_Name_60,2018,Q3,1,1,1,13.967495859036921,13.95725182279639,13.963136384742736,17.313243302712984
13964,APAC,9.899667766433263,0,Person_Name_60,2018,Q3,0,0,0,13.967495859036921,13.95725182279639,13.963136384742736,17.313243302712984
14203,APAC,13.638578849804697,3,Person_Name_60,2018,Q3,1,1,0,13.967495859036921,13.95725182279639,13.963136384742736,17.313243302712984
14275,APAC,10.423396795035162,0,Person_Name_60,2018,Q3,1,1,1,13.967495859036921,13.95725182279639,13.963136384742736,17.313243302712984
14302,APAC,9.804357586628937,0,Person_Name_60,2018,Q3,1,1,1,13.967495859036921,13.95725182279639,13.963136384742736,17.313243302712984
14303,APAC,10.775136503787163,0,Person_Name_60,2018,Q3,1,1,0,13.967495859036921,13.95725182279639,13.963136384742736,17.313243302712984
14311,APAC,11.077207313691043,0,Person_Name_60,2018,Q3,0,1,1,13.967495859036921,13.95725182279639,13.963136384742736,17.313243302712984
14312,APAC,11.245140133032898,0,Person_Name_60,2018,Q3,0,1,1,13.967495859036921,13.95725182279639,13.963136384742736,17.313243302712984
14464,APAC,13.870498618289995,3,Person_Name_60,2018,Q3,1,1,0,13.967495859036921,13.95725182279639,13.963136384742736,17.313243302712984
14465,APAC,14.382702602026107,6,Person_Name_60,2018,Q3,1,1,0,13.967495859036921,13.95725182279639,13.963136384742736,17.313243302712984
14522,APAC,11.785042020880399,0,Person_Name_60,2018,Q3,0,0,0,13.967495859036921,13.95725182279639,13.963136384742736,17.313243302712984
14548,APAC,16.333379265741936,40,Person_Name_60,2018,Q3,0,1,0,13.967495859036921,13.95725182279639,13.963136384742736,17.313243302712984
14643,APAC,9.445254378889308,0,Person_Name_60,2018,Q3,0,1,0,13.967495859036921,13.95725182279639,13.963136384742736,17.313243302712984
12944,APAC,12.196522184718324,1,Person_Name_60,2018,Q4,0,0,0,14.012658972914792,12.831861721215219,13.95725182279639,17.28961516217912
13064,APAC,13.50232604510007,2,Person_Name_60,2018,Q4,0,0,0,14.012658972914792,12.831861721215219,13.95725182279639,17.28961516217912
13392,APAC,13.870498618289995,3,Person_Name_60,2018,Q4,0,0,0,14.012658972914792,12.831861721215219,13.95725182279639,17.28961516217912
13569,APAC,13.64215667115258,3,Person_Name_60,2018,Q4,0,1,0,14.012658972914792,12.831861721215219,13.95725182279639,17.28961516217912
13645,APAC,11.85259259248796,0,Person_Name_60,2018,Q4,0,0,0,14.012658972914792,12.831861721215219,13.95725182279639,17.28961516217912
13915,APAC,13.017536052908161,1,Person_Name_60,2018,Q4,0,0,0,14.012658972914792,12.831861721215219,13.95725182279639,17.28961516217912
13965,APAC,12.11697910233622,1,Person_Name_60,2018,Q4,0,1,0,14.012658972914792,12.831861721215219,13.95725182279639,17.28961516217912
14802,APAC,11.791057076610159,0,Person_Name_60,2018,Q4,1,1,0,14.012658972914792,12.831861721215219,13.95725182279639,17.28961516217912
14878,APAC,13.424346204866438,3,Person_Name_60,2018,Q4,0,1,0,14.012658972914792,12.831861721215219,13.95725182279639,17.28961516217912
15052,APAC,11.158128756043268,0,Person_Name_60,2018,Q4,0,1,0,14.012658972914792,12.831861721215219,13.95725182279639,17.28961516217912
15053,APAC,11.158128756043268,0,Person_Name_60,2018,Q4,0,1,0,14.012658972914792,12.831861721215219,13.95725182279639,17.28961516217912
15054,APAC,11.140110250540591,0,Person_Name_60,2018,Q4,0,1,1,14.012658972914792,12.831861721215219,13.95725182279639,17.28961516217912
15176,APAC,10.921090416410243,0,Person_Name_60,2018,Q4,1,1,1,14.012658972914792,12.831861721215219,13.95725182279639,17.28961516217912
15694,APAC,13.718948720162794,3,Person_Name_60,2018,Q4,1,1,0,14.012658972914792,12.831861721215219,13.95725182279639,17.28961516217912
16021,APAC,10.24629255196266,0,Person_Name_60,2018,Q4,1,1,1,14.012658972914792,12.831861721215219,13.95725182279639,17.28961516217912
10900,APAC,12.115600742366098,1,Person_Name_60,2019,Q1,0,1,0,14.255778718898966,14.032416193875722,12.831861721215219,17.33938385079606
12268,APAC,12.980235137554288,2,Person_Name_60,2019,Q1,0,1,0,14.255778718898966,14.032416193875722,12.831861721215219,17.33938385079606
12874,APAC,14.115215070393273,5,Person_Name_60,2019,Q1,0,1,0,14.255778718898966,14.032416193875722,12.831861721215219,17.33938385079606
12875,APAC,14.117493385426384,5,Person_Name_60,2019,Q1,0,1,0,14.255778718898966,14.032416193875722,12.831861721215219,17.33938385079606
14204,APAC,13.70109920678603,3,Person_Name_60,2019,Q1,0,1,0,14.255778718898966,14.032416193875722,12.831861721215219,17.33938385079606
14774,APAC,14.992014704424244,12,Person_Name_60,2019,Q1,0,1,0,14.255778718898966,14.032416193875722,12.831861721215219,17.33938385079606
14879,APAC,15.238649012235197,17,Person_Name_60,2019,Q2,0,1,0,13.802682876290445,15.238649012235197,14.032416193875722,17.397783014189642
5534,Japan,8.885350124303944,0,Person_Name_61,2017,Q1,0,1,0,11.058881259875944,8.885350124303944,,17.31366772214834
10871,Japan,13.296395955335333,1,Person_Name_61,2018,Q2,1,1,1,11.299715908543709,12.875600021835044,8.885350124303944,17.324985015285254
13446,Japan,12.134997607838898,0,Person_Name_61,2018,Q2,1,1,0,11.299715908543709,12.875600021835044,8.885350124303944,17.324985015285254
14202,Japan,11.20563479439739,0,Person_Name_61,2018,Q3,1,1,1,11.464493582729249,12.156954331525473,12.875600021835044,17.307371199262587
14273,Japan,13.030669052510317,1,Person_Name_61,2018,Q3,0,1,0,11.464493582729249,12.156954331525473,12.875600021835044,17.307371199262587
14831,Japan,11.359158711433839,0,Person_Name_61,2018,Q3,0,0,1,11.464493582729249,12.156954331525473,12.875600021835044,17.307371199262587
14832,Japan,12.615856414782355,1,Person_Name_61,2018,Q3,1,1,1,11.464493582729249,12.156954331525473,12.875600021835044,17.307371199262587
14984,Japan,10.471275570931557,0,Person_Name_61,2018,Q3,1,1,1,11.464493582729249,12.156954331525473,12.875600021835044,17.307371199262587
14715,Japan,13.82494365408452,3,Person_Name_61,2018,Q4,0,1,0,11.179967164749986,13.82494365408452,12.156954331525473,17.33793158299067
14965,Japan,13.786617134309292,2,Person_Name_61,2019,Q1,1,1,0,11.058881259875944,13.786617134309292,13.82494365408452,17.312299859798816
13132,Japan,16.349199871893582,36,Person_Name_61,2019,Q2,0,1,0,11.299715908543709,16.349199871893582,13.786617134309292,17.61493898868828
628,EMEA,14.404296723199476,5,Person_Name_62,2017,Q1,1,1,0,13.892823535362705,14.192729204535015,,17.35662869779549
629,EMEA,15.276262830002175,12,Person_Name_62,2017,Q1,1,1,0,13.892823535362705,14.192729204535015,,17.35662869779549
630,EMEA,13.894802214438684,3,Person_Name_62,2017,Q1,1,1,0,13.892823535362705,14.192729204535015,,17.35662869779549
5743,EMEA,10.797655367322513,0,Person_Name_62,2017,Q1,1,1,1,13.892823535362705,14.192729204535015,,17.35662869779549
5744,EMEA,10.793219706989861,0,Person_Name_62,2017,Q1,1,1,1,13.892823535362705,14.192729204535015,,17.35662869779549
1057,Middle East,13.858547901585634,3,Person_Name_62,2017,Q2,1,1,0,13.586214510738229,14.279964923278092,14.192729204535015,17.317463241375854
1058,Middle East,15.802458878857557,21,Person_Name_62,2017,Q2,1,1,0,13.586214510738229,14.279964923278092,14.192729204535015,17.317463241375854
1059,Middle East,15.243426593774984,12,Person_Name_62,2017,Q2,1,1,0,13.586214510738229,14.279964923278092,14.192729204535015,17.317463241375854
1060,Middle East,14.550404407800972,6,Person_Name_62,2017,Q2,1,1,0,13.586214510738229,14.279964923278092,14.192729204535015,17.317463241375854
1061,Middle East,15.243176562519775,12,Person_Name_62,2017,Q2,1,1,0,13.586214510738229,14.279964923278092,14.192729204535015,17.317463241375854
5742,EMEA,11.426264026744887,0,Person_Name_62,2017,Q2,1,1,1,13.912927174883757,14.279964923278092,14.192729204535015,17.317463241375854
5936,EMEA,13.045794379409244,1,Person_Name_62,2017,Q2,1,1,0,13.912927174883757,14.279964923278092,14.192729204535015,17.317463241375854
5937,EMEA,13.028402636697376,1,Person_Name_62,2017,Q2,1,1,0,13.912927174883757,14.279964923278092,14.192729204535015,17.317463241375854
5938,EMEA,14.349579940360405,4,Person_Name_62,2017,Q2,1,1,0,13.912927174883757,14.279964923278092,14.192729204535015,17.317463241375854
5939,EMEA,14.330887807348253,4,Person_Name_62,2017,Q2,1,1,0,13.912927174883757,14.279964923278092,14.192729204535015,17.317463241375854
7768,EMEA,12.624286146460504,1,Person_Name_62,2017,Q2,1,1,1,13.912927174883757,14.279964923278092,14.192729204535015,17.317463241375854
7769,EMEA,12.312506522429663,1,Person_Name_62,2017,Q2,1,1,1,13.912927174883757,14.279964923278092,14.192729204535015,17.317463241375854
7770,EMEA,10.077839939680405,0,Person_Name_62,2017,Q2,1,1,1,13.912927174883757,14.279964923278092,14.192729204535015,17.317463241375854
7923,EMEA,11.339861424831675,0,Person_Name_62,2017,Q2,1,1,1,13.912927174883757,14.279964923278092,14.192729204535015,17.317463241375854
7924,EMEA,11.306984656827565,0,Person_Name_62,2017,Q2,1,1,1,13.912927174883757,14.279964923278092,14.192729204535015,17.317463241375854
1102,EMEA,14.549335166403221,5,Person_Name_62,2017,Q3,0,1,1,13.895475038093599,13.86928104172812,14.279964923278092,17.297099911882555
7922,EMEA,11.339861424831675,0,Person_Name_62,2017,Q3,1,1,1,13.895475038093599,13.86928104172812,14.279964923278092,17.297099911882555
8122,EMEA,15.106885795619842,9,Person_Name_62,2017,Q3,1,1,0,13.895475038093599,13.86928104172812,14.279964923278092,17.297099911882555
8805,EMEA,12.689746280229713,1,Person_Name_62,2017,Q3,0,0,1,13.895475038093599,13.86928104172812,14.279964923278092,17.297099911882555
8806,EMEA,10.35054555794263,0,Person_Name_62,2017,Q3,0,0,1,13.895475038093599,13.86928104172812,14.279964923278092,17.297099911882555
9151,EMEA,12.048536867718175,0,Person_Name_62,2017,Q3,0,1,1,13.895475038093599,13.86928104172812,14.279964923278092,17.297099911882555
8123,EMEA,14.937713767217062,8,Person_Name_62,2017,Q4,1,1,0,13.74364672796753,14.67498600359406,13.86928104172812,17.35222714076569
8125,EMEA,13.875320353782506,3,Person_Name_62,2017,Q4,0,1,1,13.74364672796753,14.67498600359406,13.86928104172812,17.35222714076569
8126,EMEA,14.898168068360834,7,Person_Name_62,2017,Q4,0,1,1,13.74364672796753,14.67498600359406,13.86928104172812,17.35222714076569
7691,EMEA,12.634438517924522,1,Person_Name_62,2018,Q1,0,1,0,13.892823535362705,12.378923701490372,14.67498600359406,17.24701315793083
8124,EMEA,12.420033121175663,1,Person_Name_62,2018,Q1,0,1,1,13.892823535362705,12.378923701490372,14.67498600359406,17.24701315793083
11540,EMEA,12.008185572194607,0,Person_Name_62,2018,Q1,1,1,1,13.892823535362705,12.378923701490372,14.67498600359406,17.24701315793083
12051,EMEA,12.456822852167981,1,Person_Name_62,2018,Q1,1,1,1,13.892823535362705,12.378923701490372,14.67498600359406,17.24701315793083
12394,EMEA,11.715762630123065,0,Person_Name_62,2018,Q1,1,1,1,13.892823535362705,12.378923701490372,14.67498600359406,17.24701315793083
13038,EMEA,12.701332752754553,1,Person_Name_62,2018,Q1,1,1,1,13.892823535362705,12.378923701490372,14.67498600359406,17.24701315793083
12526,EMEA,12.738582170004946,1,Person_Name_62,2018,Q2,1,1,0,13.912927174883757,13.333366068100654,12.378923701490372,17.324873811595054
12527,EMEA,14.932864028441625,9,Person_Name_62,2018,Q2,1,1,0,13.912927174883757,13.333366068100654,12.378923701490372,17.324873811595054
12613,EMEA,14.558319843871004,5,Person_Name_62,2018,Q2,1,1,0,13.912927174883757,13.333366068100654,12.378923701490372,17.324873811595054
12614,EMEA,13.58445926017537,2,Person_Name_62,2018,Q2,1,1,0,13.912927174883757,13.333366068100654,12.378923701490372,17.324873811595054
12781,EMEA,14.127536392531027,3,Person_Name_62,2018,Q2,1,1,1,13.912927174883757,13.333366068100654,12.378923701490372,17.324873811595054
13142,EMEA,11.81254039755674,0,Person_Name_62,2018,Q2,0,1,1,13.912927174883757,13.333366068100654,12.378923701490372,17.324873811595054
13318,EMEA,8.775172857565904,0,Person_Name_62,2018,Q2,1,1,1,13.912927174883757,13.333366068100654,12.378923701490372,17.324873811595054
13319,EMEA,10.166201755767906,0,Person_Name_62,2018,Q2,1,1,1,13.912927174883757,13.333366068100654,12.378923701490372,17.324873811595054
13320,EMEA,10.924172082947651,0,Person_Name_62,2018,Q2,1,1,1,13.912927174883757,13.333366068100654,12.378923701490372,17.324873811595054
13525,EMEA,12.709348667635183,1,Person_Name_62,2018,Q2,1,1,1,13.912927174883757,13.333366068100654,12.378923701490372,17.324873811595054
13526,EMEA,11.959043110681636,0,Person_Name_62,2018,Q2,0,1,1,13.912927174883757,13.333366068100654,12.378923701490372,17.324873811595054
13668,EMEA,12.33015281257152,1,Person_Name_62,2018,Q2,0,1,1,13.912927174883757,13.333366068100654,12.378923701490372,17.324873811595054
13747,EMEA,12.095785011535792,0,Person_Name_62,2018,Q2,1,1,1,13.912927174883757,13.333366068100654,12.378923701490372,17.324873811595054
13835,EMEA,12.413650680302771,1,Person_Name_62,2018,Q2,0,1,1,13.912927174883757,13.333366068100654,12.378923701490372,17.324873811595054
14104,EMEA,12.393014396520657,1,Person_Name_62,2018,Q2,1,1,1,13.912927174883757,13.333366068100654,12.378923701490372,17.324873811595054
8284,EMEA,12.660677856572057,1,Person_Name_62,2018,Q3,0,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
9622,EMEA,13.847359163787933,2,Person_Name_62,2018,Q3,0,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
11146,EMEA,12.125778453112,1,Person_Name_62,2018,Q3,1,1,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
11147,EMEA,11.303203933987659,0,Person_Name_62,2018,Q3,1,1,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
11548,EMEA,14.641343179682679,6,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
12524,EMEA,14.60717461795808,6,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
12525,EMEA,14.01251596491029,3,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
12528,EMEA,12.735739346215622,1,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
12529,EMEA,14.931697847551442,9,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
12530,EMEA,14.343887845154136,5,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
12531,EMEA,12.735739346215622,1,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
12532,EMEA,15.13289879383465,11,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
12533,EMEA,14.343887845154136,5,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
12534,EMEA,12.735739346215622,1,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
12535,EMEA,14.121059304080363,4,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
12536,EMEA,13.833752114482083,3,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
12826,EMEA,13.909370013249193,3,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
12827,EMEA,13.892275579889892,3,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
13135,EMEA,13.930389380473267,3,Person_Name_62,2018,Q3,0,0,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
13951,EMEA,13.329287603719509,2,Person_Name_62,2018,Q3,1,1,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
13952,EMEA,13.085994733232955,1,Person_Name_62,2018,Q3,1,1,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
13953,EMEA,12.8607217892434,1,Person_Name_62,2018,Q3,1,1,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
13954,EMEA,13.006327330499083,1,Person_Name_62,2018,Q3,1,1,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
13955,EMEA,12.657493547630132,1,Person_Name_62,2018,Q3,1,1,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
13956,EMEA,12.102157959157273,1,Person_Name_62,2018,Q3,1,1,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14098,EMEA,12.698878763792987,1,Person_Name_62,2018,Q3,1,1,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14102,EMEA,13.714701667924436,3,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14136,EMEA,13.380410837866078,2,Person_Name_62,2018,Q3,0,1,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14166,EMEA,12.054779965228722,1,Person_Name_62,2018,Q3,0,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14167,EMEA,13.213371544078422,2,Person_Name_62,2018,Q3,0,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14168,EMEA,13.969809401814702,3,Person_Name_62,2018,Q3,0,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14169,EMEA,13.439952061750494,2,Person_Name_62,2018,Q3,0,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
