,Region,Total_Amount,TRF,Opportunity_Owner,Delivery_Year,Delivery_Quarter,"Pricing, Delivery_Terms_Approved","Pricing, Delivery_Terms_Quote_Appr",Decision,Promedio,Lag_1,Delta
8702,Japan,2.731766727719526,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8703,Japan,3.7433676393980058,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8704,Japan,4.086312390524836,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8705,Japan,7.203405521083095,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8706,Japan,8.158916966110532,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8901,Japan,6.9531109807029345,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8902,Japan,9.980593027685606,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8903,Japan,9.435077532819937,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8914,Japan,9.982686088612448,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8945,Japan,4.959089336213025,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8946,Japan,4.564348191467836,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8947,Japan,10.581480485324397,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8948,Japan,5.152134856369955,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8949,Japan,2.731766727719526,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8950,Japan,5.702181193289227,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8951,Japan,3.7433676393980058,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8952,Japan,4.086312390524836,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8953,Japan,7.89655270164304,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8954,Japan,8.532136974801839,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8955,Japan,5.152134856369955,0,Person_Name_50,2017,Q3,1,1,0,8.895272279231563,8.983997478490684,16.08674193423597
8956,Japan,3.8093256071898036,0,Person_Name_50,2017,Q3,1,1,0,8.895272279231563,8.983997478490684,16.08674193423597
8957,Japan,4.086312390524836,0,Person_Name_50,2017,Q3,1,1,0,8.895272279231563,8.983997478490684,16.08674193423597
8958,Japan,5.970445179883907,0,Person_Name_50,2017,Q3,1,1,0,8.895272279231563,8.983997478490684,16.08674193423597
8959,Japan,7.336936913707618,0,Person_Name_50,2017,Q3,1,1,0,8.895272279231563,8.983997478490684,16.08674193423597
8960,Japan,8.20927575805259,0,Person_Name_50,2017,Q3,1,1,0,8.895272279231563,8.983997478490684,16.08674193423597
8961,Japan,2.731766727719526,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8962,Japan,3.7433676393980058,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8963,Japan,2.731766727719526,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8964,Japan,3.7433676393980058,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8965,Japan,2.731766727719526,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8966,Japan,3.7433676393980058,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8968,Japan,2.731766727719526,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
8969,Japan,3.7433676393980058,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9050,Japan,7.387511199670551,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9078,Japan,11.473802027085554,0,Person_Name_50,2017,Q3,0,0,1,8.895272279231563,8.983997478490684,16.08674193423597
9080,Japan,12.718596825931746,1,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9184,Japan,5.152134856369955,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9185,Japan,3.7433676393980058,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9186,Japan,4.086312390524836,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9187,Japan,7.203405521083095,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9188,Japan,8.023845927300416,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9408,Japan,7.205189642876596,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9410,Japan,10.67679066512872,0,Person_Name_50,2017,Q3,0,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9447,Japan,7.84946109410919,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9448,Japan,5.152134856369955,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9449,Japan,3.7433676393980058,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9450,Japan,4.086312390524836,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9451,Japan,7.203405521083095,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9478,Japan,5.152134856369955,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9479,Japan,4.086312390524836,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9480,Japan,7.203405521083095,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9481,Japan,8.074175737655441,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9482,Japan,5.152134856369955,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9483,Japan,4.086312390524836,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9484,Japan,7.203405521083095,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9485,Japan,8.074175737655441,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9486,Japan,5.152134856369955,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9487,Japan,4.086312390524836,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9488,Japan,7.336936913707618,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9489,Japan,8.248529124800218,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9490,Japan,5.152134856369955,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9491,Japan,4.086312390524836,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9492,Japan,7.336936913707618,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9493,Japan,8.248529124800218,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9561,Japan,3.5426969439358547,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9562,Japan,5.662960480135946,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9563,Japan,5.817111159963204,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9584,Japan,2.731766727719526,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
9585,Japan,3.7433676393980058,0,Person_Name_50,2017,Q3,1,1,1,8.895272279231563,8.983997478490684,16.08674193423597
583,Japan,12.944690200134877,1,Person_Name_50,2017,Q4,1,1,0,8.117750234877194,8.895272279231563,16.08640478531428
932,Japan,4.802380355275797,0,Person_Name_50,2017,Q4,0,1,0,8.117750234877194,8.895272279231563,16.08640478531428
3992,Japan,7.694611357979434,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
5559,Japan,4.7535901911063645,0,Person_Name_50,2017,Q4,0,0,0,8.117750234877194,8.895272279231563,16.08640478531428
5566,Japan,4.760891060984867,0,Person_Name_50,2017,Q4,0,0,0,8.117750234877194,8.895272279231563,16.08640478531428
5575,Japan,6.677611281623183,0,Person_Name_50,2017,Q4,1,1,0,8.117750234877194,8.895272279231563,16.08640478531428
6023,Japan,4.7535901911063645,0,Person_Name_50,2017,Q4,0,1,0,8.117750234877194,8.895272279231563,16.08640478531428
6024,Japan,4.736198448394496,0,Person_Name_50,2017,Q4,0,1,0,8.117750234877194,8.895272279231563,16.08640478531428
6062,Japan,4.802380355275797,0,Person_Name_50,2017,Q4,0,1,0,8.117750234877194,8.895272279231563,16.08640478531428
6067,Japan,4.802380355275797,0,Person_Name_50,2017,Q4,0,1,0,8.117750234877194,8.895272279231563,16.08640478531428
6072,Japan,4.866379938108757,0,Person_Name_50,2017,Q4,0,1,0,8.117750234877194,8.895272279231563,16.08640478531428
6092,Japan,5.084331753018592,0,Person_Name_50,2017,Q4,0,1,0,8.117750234877194,8.895272279231563,16.08640478531428
7476,Japan,8.586569989194057,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
7622,Japan,5.629058928460265,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
7623,Japan,8.008605062590439,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
7688,Japan,9.444646983836089,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8583,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8584,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8585,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8586,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8587,Japan,7.272398392570046,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8588,Japan,8.207707130279964,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8602,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8603,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8604,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8605,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8606,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8607,Japan,8.158916966110532,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8627,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8628,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8629,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8630,Japan,8.158916966110532,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8644,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8645,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8646,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8647,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8648,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8649,Japan,7.935773414796321,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8688,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8689,Japan,7.935773414796321,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8690,Japan,8.852064146670477,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8691,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8692,Japan,5.950642552587727,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8693,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8719,Japan,10.439728259555016,0,Person_Name_50,2017,Q4,1,1,0,8.117750234877194,8.895272279231563,16.08640478531428
8720,Japan,10.277209330057241,0,Person_Name_50,2017,Q4,1,1,0,8.117750234877194,8.895272279231563,16.08640478531428
8723,Japan,9.469948842729876,0,Person_Name_50,2017,Q4,1,1,0,8.117750234877194,8.895272279231563,16.08640478531428
8724,Japan,9.193195840810285,0,Person_Name_50,2017,Q4,1,1,0,8.117750234877194,8.895272279231563,16.08640478531428
8727,Japan,8.696758954496394,0,Person_Name_50,2017,Q4,1,1,0,8.117750234877194,8.895272279231563,16.08640478531428
8728,Japan,9.52343752768086,0,Person_Name_50,2017,Q4,1,1,0,8.117750234877194,8.895272279231563,16.08640478531428
8729,Japan,4.811208269399362,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8730,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8731,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8732,Japan,9.469622969906265,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
8733,Japan,10.727410332006798,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9110,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9111,Japan,5.046774340712129,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9112,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9113,Japan,7.5961712851661805,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9114,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9115,Japan,3.6727500721840527,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9116,Japan,5.662960480135946,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9117,Japan,5.817111159963204,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9118,Japan,3.8093256071898036,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9271,Japan,10.0418572218009,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9287,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9288,Japan,3.6727500721840527,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9289,Japan,5.662960480135946,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9290,Japan,5.817111159963204,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9291,Japan,3.255014871484074,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9292,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9293,Japan,5.452239448820293,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9294,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9295,Japan,7.90420194288894,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9332,Japan,4.564348191467836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9333,Japan,10.388151196720612,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9407,Japan,10.253625979921155,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9656,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9657,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9658,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9659,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9660,Japan,7.731678058452806,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9703,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9704,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9705,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9706,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9707,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9708,Japan,7.5145599497200175,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9709,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9710,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9711,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9712,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9713,Japan,7.336936913707618,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9714,Japan,8.325490165936346,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9715,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9716,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9717,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9718,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9719,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9720,Japan,8.207707130279964,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9835,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9836,Japan,6.2617969812246494,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9837,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9838,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9839,Japan,7.336936913707618,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9840,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9841,Japan,8.836315789702338,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9842,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9843,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9844,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9845,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9846,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9847,Japan,8.025385573486009,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9862,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9863,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9864,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9865,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9866,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9867,Japan,7.920025057828182,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9868,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9869,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9870,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9871,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9872,Japan,7.336936913707618,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9873,Japan,8.325490165936346,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9874,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9875,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9876,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9877,Japan,7.336936913707618,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9878,Japan,8.217276581296113,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9879,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9880,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9881,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9882,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9883,Japan,7.336936913707618,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9884,Japan,8.325490165936346,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9885,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9886,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9887,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9888,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9889,Japan,7.336936913707618,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9890,Japan,8.248529124800218,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9942,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9943,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9944,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9945,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9946,Japan,7.989912929578286,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9947,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9948,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9949,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9950,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9951,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9952,Japan,8.207707130279964,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9955,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
